metrics,query,galago,anserini,galago_best,anserini_best,abs_diff
map,enwiki:Urban%20sprawl/Definition%20&%20Characteristics,0.3909,0.5333,-0.14239999999999994,0.14239999999999994,0.14239999999999994
map,enwiki:Organic%20farming/Methods,0.10099999999999999,0.2429,-0.1419,0.1419,0.1419
map,enwiki:Cocoa%20butter/Substitutes,0.6111,0.75,-0.13890000000000002,0.13890000000000002,0.13890000000000002
map,enwiki:Gustatory%20cortex/Coherence%20and%20interaction%20of%20neurons%20during%20tasting,0.1111,0.25,-0.1389,0.1389,0.1389
map,enwiki:Perception/Features/Contrast%20effects,0.1667,0.3056,-0.1389,0.1389,0.1389
map,enwiki:Water%20well/Types/Dug%20wells,0.2165,0.3549,-0.1384,0.1384,0.1384
map,enwiki:Christmas%20pudding/After%20Christmas,0.0303,0.1667,-0.1364,0.1364,0.1364
map,enwiki:Tsunami/Generation%20mechanisms/Meteotsunamis,0.225,0.3611,-0.13609999999999994,0.13609999999999994,0.13609999999999994
map,enwiki:Hybrid%20electric%20vehicle,0.0671,0.2008,-0.1337,0.1337,0.1337
map,enwiki:Antibiotics/Interactions/Alcohol,0.7,0.8333,-0.13330000000000009,0.13330000000000009,0.13330000000000009
map,enwiki:Electric%20car/Economics/Maintenance,0.2,0.3333,-0.13329999999999995,0.13329999999999995,0.13329999999999995
map,enwiki:Antioxidant/Enzyme%20systems,0.2,0.3333,-0.13329999999999995,0.13329999999999995,0.13329999999999995
map,enwiki:Wetland/Hydrology/Biota,0.2,0.3333,-0.13329999999999995,0.13329999999999995,0.13329999999999995
map,enwiki:Talent%20agent/Types%20of%20talent%20agents%20and%20agencies/Broadcast%20journalist%20agencies,0.2,0.3333,-0.13329999999999995,0.13329999999999995,0.13329999999999995
map,enwiki:Cocoa%20bean/Production/Child%20slavery,0.2,0.3333,-0.13329999999999995,0.13329999999999995,0.13329999999999995
map,enwiki:Olive%20oil/Regulation/Adulteration,0.1793,0.3117,-0.1324,0.1324,0.1324
map,enwiki:Kidney%20stone%20disease/Management/Surgery,0.0345,0.1667,-0.13219999999999998,0.13219999999999998,0.13219999999999998
map,enwiki:Theophylline/Natural%20occurrences,0.044000000000000004,0.1751,-0.1311,0.1311,0.1311
map,enwiki:Inexhaustible%20bottle/Method/Any%20drink,0.0105,0.1407,-0.13019999999999998,0.13019999999999998,0.13019999999999998
map,enwiki:History%20of%20catecholamine%20research/Membrane%20passage,0.4286,0.5577,-0.1291,0.1291,0.1291
map,enwiki:Air%20ioniser/Electrostatic%20neutraliser%20in%20electronics,0.0714,0.2,-0.1286,0.1286,0.1286
map,enwiki:Seawater%20greenhouse/History,0.0951,0.2236,-0.1285,0.1285,0.1285
map,enwiki:Hydrogenation/Process/Catalysts/Heterogeneous%20catalysts,0.138,0.2664,-0.1284,0.1284,0.1284
map,enwiki:Olive%20oil/Constituents/Phenolic%20composition,0.0483,0.1755,-0.12719999999999998,0.12719999999999998,0.12719999999999998
map,enwiki:Antimicrobial%20resistance,0.1258,0.2527,-0.1269,0.1269,0.1269
map,enwiki:Radiocarbon%20dating/Use%20in%20archaeology/Interpretation,0.0417,0.1678,-0.1261,0.1261,0.1261
map,enwiki:Pollination/Types/Biotic,0.1267,0.2527,-0.12599999999999995,0.12599999999999995,0.12599999999999995
map,enwiki:Hydrogenation/Metal-free%20hydrogenation,0.1258,0.2516,-0.1258,0.1258,0.1258
map,enwiki:Urban%20sprawl/Effects/Environmental,0.1101,0.2358,-0.1257,0.1257,0.1257
map,enwiki:Division%20of%20labour/Modern%20debates,0.0904,0.2158,-0.1254,0.1254,0.1254
map,enwiki:Water%20well/Environmental%20problems/Soil%20salination,0.125,0.25,-0.125,0.125,0.125
map,enwiki:Probiotic/Research/Allergies,0.125,0.25,-0.125,0.125,0.125
map,enwiki:Urban%20sprawl/Definition%20&%20Characteristics/Conversion%20of%20agricultural%20land%20to%20urban%20use,0.0417,0.1667,-0.125,0.125,0.125
map,enwiki:Aquaculture%20of%20salmonids/Issues,0.125,0.25,-0.125,0.125,0.125
map,enwiki:Cocoa%20bean,0.125,0.25,-0.125,0.125,0.125
map,enwiki:Child%20labour/Child%20labour%20laws%20and%20initiatives/More%20laws%20vs.%20more%20freedom,0.027000000000000003,0.1502,-0.1232,0.1232,0.1232
map,enwiki:Human%20trafficking/Types/Forced%20marriage,0.0807,0.2037,-0.12300000000000001,0.12300000000000001,0.12300000000000001
map,enwiki:Perception/Types/Of%20sound/Of%20speech,0.1042,0.2262,-0.122,0.122,0.122
map,enwiki:Coconut%20oil/Production/Figures,0.0727,0.1944,-0.1217,0.1217,0.1217
map,enwiki:Atmospheric%20entry/Thermal%20protection%20systems,0.0455,0.1667,-0.1212,0.1212,0.1212
map,enwiki:Perception/Theories/Perception-in-action,0.1222,0.2407,-0.1185,0.1185,0.1185
map,enwiki:Mexican%20cuisine/Mexican%20food%20outside%20of%20Mexico/United%20States,0.0833,0.2,-0.1167,0.1167,0.1167
map,enwiki:Perception/Theories/Perception%20as%20direct%20perception,0.05,0.1667,-0.11669999999999997,0.11669999999999997,0.11669999999999997
map,enwiki:Invasive%20species/Ecology/Traits%20of%20invaded%20ecosystems,0.1726,0.2875,-0.11489999999999995,0.11489999999999995,0.11489999999999995
map,enwiki:Natural%20resource/Depletion,0.5104,0.625,-0.11460000000000005,0.11460000000000005,0.11460000000000005
map,enwiki:Environmental%20issues%20in%20the%20Niger%20Delta/Loss%20of%20mangrove%20forests,0.2247,0.3385,-0.1138,0.1138,0.1138
map,enwiki:Child%20labour/Child%20Labour%20by%20country/Brazil,0.0568,0.1705,-0.1137,0.1137,0.1137
map,enwiki:Capsaicin/Uses/Pepper%20spray%20and%20pests,0.1678,0.2794,-0.11159999999999998,0.11159999999999998,0.11159999999999998
map,enwiki:Organic%20farming/Economics/Energy%20efficiency,0.5556,0.6667,-0.11109999999999998,0.11109999999999998,0.11109999999999998
map,enwiki:Hot%20chocolate/Usage/North%20America,0.5556,0.6667,-0.11109999999999998,0.11109999999999998,0.11109999999999998
map,enwiki:Hot%20chocolate/History/European%20adaptation,0.1085,0.2177,-0.1092,0.1092,0.1092
map,enwiki:Cardiovascular%20disease/Risk%20factors,0.0909,0.2,-0.10910000000000003,0.10910000000000003,0.10910000000000003
map,enwiki:Quinoa/International%20Year%20of%20Quinoa,0.0588,0.1667,-0.1079,0.1079,0.1079
map,enwiki:Librarianship%20and%20human%20rights/Librarianship%20and%20human%20rights%20in%20praxis/Progressive%20librarianship%20and%20the%20Critical%20Library%20Movement,0.2596,0.3646,-0.10499999999999997,0.10499999999999997,0.10499999999999997
map,enwiki:Integrated%20landscape%20management,0.1804,0.2852,-0.1048,0.1048,0.1048
map,enwiki:Brain%20damage/Causes,0.1429,0.2449,-0.102,0.102,0.102
map,enwiki:Recreational%20fishing/History,0.1008,0.2015,-0.1007,0.1007,0.1007
map,enwiki:Atmospheric%20entry/Entry%20vehicle%20shapes/Sphere-cone,0.4295,0.5299,-0.10040000000000003,0.10040000000000003,0.10040000000000003
map,enwiki:Aztec%20cuisine,0.1005,0.2009,-0.1004,0.1004,0.1004
map,enwiki:Olfaction/Interactions%20with%20other%20senses/Taste,0.1,0.2,-0.1,0.1,0.1
map,enwiki:Instant%20coffee/Production/Extraction,0.0667,0.1667,-0.1,0.1,0.1
map,enwiki:Gustatory%20cortex/Role%20in%20the%20taste%20pathway,0.1,0.2,-0.1,0.1,0.1
map,enwiki:Homeostasis/Other%20fields/Stress,0.0263,0.125,-0.0987,0.0987,0.0987
map,enwiki:Antimicrobial%20resistance/Definition,0.0455,0.1429,-0.0974,0.0974,0.0974
map,enwiki:Fair%20trade%20cocoa/Company%20Responses%20to%20the%20Fair%20Trade%20Cocoa%20Movement/Ben%20&%20Jerry%E2%80%99s,0.0278,0.125,-0.0972,0.0972,0.0972
map,enwiki:Talent%20agent,0.0176,0.1143,-0.0967,0.0967,0.0967
map,enwiki:Rancidification/Measurement%20of%20oxidative%20stability,0.4013,0.4979,-0.09660000000000002,0.09660000000000002,0.09660000000000002
map,enwiki:Cash%20crop/By%20continent%20and%20country/Africa,0.1111,0.2063,-0.0952,0.0952,0.0952
map,enwiki:Cocoa%20bean/Health%20benefits,0.0794,0.17300000000000001,-0.0936,0.0936,0.0936
map,enwiki:Coffee%20preparation/Grinding/Chopping,0.1806,0.2738,-0.09319999999999998,0.09319999999999998,0.09319999999999998
map,enwiki:Glass%20ceiling/Definition,0.0988,0.1918,-0.09300000000000001,0.09300000000000001,0.09300000000000001
map,enwiki:Beach%20nourishment,0.0271,0.1199,-0.0928,0.0928,0.0928
map,enwiki:Coconut%20oil/Production/Standards,0.2823,0.375,-0.0927,0.0927,0.0927
map,enwiki:Wetland/Wetlands%20and%20climate%20change/Peatswamps%20of%20southeast%20Asia,0.1333,0.225,-0.0917,0.0917,0.0917
map,enwiki:Environmental%20issues%20in%20the%20Niger%20Delta/Oil%20spills/Extent%20of%20the%20problem,0.1755,0.2667,-0.0912,0.0912,0.0912
map,enwiki:Malolactic%20fermentation/Other%20products%20produced/Diacetyl,0.3564,0.4468,-0.09039999999999998,0.09039999999999998,0.09039999999999998
map,enwiki:Theophylline/History,0.0208,0.1111,-0.0903,0.0903,0.0903
map,enwiki:Drinking%20bird,0.0769,0.1667,-0.08979999999999999,0.08979999999999999,0.08979999999999999
map,enwiki:Child%20labour/Child%20Labour%20by%20country/India,0.0902,0.18,-0.08979999999999999,0.08979999999999999,0.08979999999999999
map,enwiki:Malolactic%20fermentation/Lactic%20acid%20bacteria/Nutritional%20requirements,0.0533,0.14300000000000002,-0.08969999999999999,0.08969999999999999,0.08969999999999999
map,enwiki:Sustainability/History,0.0357,0.125,-0.08929999999999999,0.08929999999999999,0.08929999999999999
map,enwiki:Malolactic%20fermentation/Wine%20faults/%22Ferocious%22%20Lactobacillus,0.0108,0.1,-0.0892,0.0892,0.0892
map,enwiki:Reclaimed%20water/Examples/Proposed,0.1111,0.2,-0.0889,0.0889,0.0889
map,enwiki:Child%20labour/Child%20labour%20incidents/Meatpacking,0.1111,0.2,-0.0889,0.0889,0.0889
map,enwiki:Gender%20role/Criminal%20justice/Gender%20roles%20in%20family%20violence,0.1111,0.2,-0.0889,0.0889,0.0889
map,enwiki:Global%20catastrophic%20risk/Classifications/Global%20catastrophic%20vs%20existential,0.1899,0.2778,-0.08789999999999998,0.08789999999999998,0.08789999999999998
map,enwiki:Radiocarbon%20dating/Use%20in%20archaeology/Impact,0.0556,0.14300000000000002,-0.08739999999999999,0.08739999999999999,0.08739999999999999
map,enwiki:Hot%20chocolate/Health,0.3455,0.4324,-0.08690000000000002,0.08690000000000002,0.08690000000000002
map,enwiki:Supercapacitor/Materials/Supercapacitor%20types,0.1715,0.2577,-0.08619999999999997,0.08619999999999997,0.08619999999999997
map,enwiki:Supernova/Classification/Type%20I,0.1667,0.2513,-0.08460000000000004,0.08460000000000004,0.08460000000000004
map,enwiki:Superfood/Examples/Superfruits,0.1515,0.23600000000000002,-0.08449999999999999,0.08449999999999999,0.08449999999999999
map,enwiki:Reclaimed%20water/Health%20aspects/Potable%20use,0.0833,0.1667,-0.08339999999999999,0.08339999999999999,0.08339999999999999
map,enwiki:Migrant%20domestic%20workers/Drivers%20for%20demand%20and%20supply%20for%20migrant%20domestic%20workers/Demand/Cost%20and%20flexibility,0.0833,0.1667,-0.08339999999999999,0.08339999999999999,0.08339999999999999
map,enwiki:Air%20ioniser/Consumer%20Reports%20court%20case,0.5833,0.6667,-0.08339999999999992,0.08339999999999992,0.08339999999999992
map,enwiki:Onboarding/Executive%20onboarding,0.9167,1.0,-0.08330000000000004,0.08330000000000004,0.08330000000000004
map,enwiki:Malolactic%20fermentation/Lactic%20acid%20bacteria/Schizosaccharomyces%20yeast,0.1667,0.25,-0.08330000000000001,0.08330000000000001,0.08330000000000001
